Date,Open,High,Low,Close,Adj Close,Volume
2023-08-10,131.970001,132.647003,130.035004,130.210007,130.061996,17855700
2023-08-11,129.201996,130.440002,128.750000,130.169998,130.022034,15191500
2023-08-14,129.850006,131.910004,129.589996,131.830002,131.680161,17526200
2023-08-15,131.589996,131.990005,129.819000,130.270004,130.121933,14769200
2023-08-16,129.279999,130.897995,128.460007,129.110001,128.963242,17548400
2023-08-17,130.449997,132.490997,129.850006,130.460007,130.311722,23665600
2023-08-18,129.059998,129.830002,127.000000,128.110001,127.964386,23619400
2023-08-21,127.849998,129.259995,127.160004,128.929993,128.783447,21851100
2023-08-22,129.130005,130.949997,128.925003,129.690002,129.542587,15569400
2023-08-23,130.850006,134.070007,130.509995,133.210007,133.058594,26497000
2023-08-24,134.727005,134.970001,130.300003,130.419998,130.271759,18680400
2023-08-25,130.139999,131.399994,128.039993,130.690002,130.541458,20678100
2023-08-28,132.080002,133.240005,130.850006,131.789993,131.640198,16715500
2023-08-29,132.998001,137.294998,132.979996,135.490005,135.335999,30803300
2023-08-30,135.570007,137.250000,135.020996,136.929993,136.774353,21773400
2023-08-31,137.050003,138.399994,136.820007,137.350006,137.193878,28147900
2023-09-01,138.429993,138.580002,135.940002,136.800003,136.644501,16665700
2023-09-05,136.440002,137.369995,135.559998,136.710007,136.554611,17730200
2023-09-06,137.014999,137.479996,134.690002,135.369995,135.216125,15814300
2023-09-07,134.600006,136.580002,133.960007,136.199997,136.045181,16976000
2023-09-08,135.869995,137.514999,135.869995,137.199997,137.044052,17810700
2023-09-11,137.380005,138.264008,136.550003,137.740005,137.583435,17180800
2023-09-12,137.130005,137.639999,135.929993,136.070007,135.915344,15212900
2023-09-13,135.899994,137.699997,134.929993,137.500000,137.343704,16394900
2023-09-14,138.389999,139.550003,137.059998,138.990005,138.832016,19064600
2023-09-15,138.800003,139.360001,137.179993,138.300003,138.142807,48947600
2023-09-18,137.630005,139.929993,137.630005,138.960007,138.802063,16233600
2023-09-19,138.250000,139.175003,137.500000,138.830002,138.672195,15479100
2023-09-20,138.830002,138.839996,134.520004,134.589996,134.437012,21473500
2023-09-21,132.389999,133.190002,131.089996,131.360001,131.210693,22042700
2023-09-22,131.679993,133.009995,130.509995,131.250000,131.100815,17348700
2023-09-25,130.770004,132.220001,130.029999,132.169998,132.019760,14650000
2023-09-26,130.914001,131.404999,128.190002,129.449997,129.302856,20378800
2023-09-27,129.440002,131.720001,129.380005,131.460007,131.310577,18764200
2023-09-28,130.690002,134.179993,130.690002,133.130005,132.978683,18201400
2023-09-29,134.080002,134.889999,131.320007,131.850006,131.700134,23224200
2023-10-02,132.154999,135.360001,132.065002,135.169998,135.016357,19210400
2023-10-03,134.929993,135.240005,132.815002,133.300003,133.148483,19628700
2023-10-04,133.660004,136.570007,133.429993,136.270004,136.115112,22848000
2023-10-05,136.130005,136.500000,134.455002,135.990005,135.835434,15922900
2023-10-06,134.940002,139.186005,134.940002,138.729996,138.572311,20819300
2023-10-09,137.990005,139.970001,136.699997,139.500000,139.341431,16599100
2023-10-10,139.509995,140.740005,138.429993,139.199997,139.041779,19554900
2023-10-11,139.850006,142.220001,139.839996,141.699997,141.538925,20146300
2023-10-12,142.160004,142.380005,139.449997,140.289993,140.130524,18173100
2023-10-13,140.649994,141.339996,137.970001,138.580002,138.422485,19438700
2023-10-16,139.729996,140.904999,139.320007,140.490005,140.330322,17345600
2023-10-17,140.029999,141.250000,138.529007,140.990005,140.829742,17424000
2023-10-18,140.750000,141.990005,138.705002,139.279999,139.121689,18304900
2023-10-19,139.800003,141.005005,138.600006,138.979996,138.822021,21831200
2023-10-20,138.589996,139.039993,136.244995,136.740005,136.584579,24953900
2023-10-23,136.229996,139.020004,135.110001,137.899994,137.743256,20780700
2023-10-24,139.160004,140.710007,138.750000,140.119995,139.960724,26535200
2023-10-25,129.770004,130.100006,126.089996,126.669998,126.526016,58796100
2023-10-26,124.470001,125.459999,122.320000,123.440002,123.299690,33907400
2023-10-27,124.029999,124.440002,121.459999,123.400002,123.259735,37367700
2023-10-30,124.459999,126.550003,123.879997,125.750000,125.607063,24165600
2023-10-31,126.269997,126.559998,123.925003,125.300003,125.157578,21123400
2023-11-01,125.339996,127.739998,124.925003,127.570000,127.424995,26536600
2023-11-02,129.559998,130.089996,128.110001,128.580002,128.433853,24091700
2023-11-03,129.089996,130.729996,129.009995,130.369995,130.221802,19517900
2023-11-06,130.220001,131.559998,129.929993,131.449997,131.300583,15360400
2023-11-07,131.979996,133.279999,131.139999,132.399994,132.249496,19223800
2023-11-08,132.360001,133.539993,132.160004,133.259995,133.108521,15093600
2023-11-09,133.360001,133.960007,131.509995,131.690002,131.540314,17976500
2023-11-10,131.529999,134.270004,130.869995,134.059998,133.907623,20872900
2023-11-13,133.360001,134.110001,132.770004,133.639999,133.488098,16409900
2023-11-14,135.649994,137.240005,135.100006,135.429993,135.276062,22317300
2023-11-15,136.639999,136.839996,135.330002,136.380005,136.224991,15840900
2023-11-16,136.960007,138.880005,136.080002,138.699997,138.542343,17615100
2023-11-17,137.820007,138.000000,135.479996,136.940002,136.784348,25565300
2023-11-20,135.500000,138.425003,135.490005,137.919998,137.763229,19569400
2023-11-21,137.940002,138.964996,137.705002,138.619995,138.462433,17648100
2023-11-22,139.100006,141.100006,139.000000,140.020004,139.860855,17306400
2023-11-24,139.539993,139.677002,137.470001,138.220001,138.062897,8828600
2023-11-27,137.570007,139.630005,137.539993,138.050003,137.893082,17886400
2023-11-28,137.630005,138.660004,137.039993,138.619995,138.462433,17046900
2023-11-29,138.985001,139.669998,136.294998,136.399994,136.244949,21014700
2023-11-30,136.399994,136.960007,132.789993,133.919998,133.767776,29913500
2023-12-01,133.320007,133.500000,132.151993,133.320007,133.168472,24258400
2023-12-04,131.294006,131.449997,129.399994,130.630005,130.481522,24117100
2023-12-05,130.369995,133.539993,129.729996,132.389999,132.239517,19235100
2023-12-06,132.899994,133.309998,131.309998,131.429993,131.280594,16360600
2023-12-07,136.600006,140.000000,136.229996,138.449997,138.292633,38419400
2023-12-08,135.660004,137.990005,135.570007,136.639999,136.484680,22990900
2023-12-11,133.820007,134.789993,132.889999,134.699997,134.546890,24502900
2023-12-12,133.270004,134.539993,132.830002,133.639999,133.488098,26584000
2023-12-13,134.544998,134.779999,132.949997,133.970001,133.817719,25414500
2023-12-14,134.770004,135.035004,131.059998,133.199997,133.048599,29619100
2023-12-15,132.919998,134.830002,132.630005,133.839996,133.687866,58569400
2023-12-18,133.860001,138.380005,133.770004,137.190002,137.034058,25699800
2023-12-19,138.000000,138.770004,137.449997,138.100006,137.943039,20661000
2023-12-20,140.330002,143.078003,139.410004,139.660004,139.501251,33507300
2023-12-21,140.770004,142.029999,140.473007,141.800003,141.638824,18101500
2023-12-22,142.130005,143.250000,142.054993,142.720001,142.557770,18494700
2023-12-26,142.979996,143.945007,142.500000,142.820007,142.657669,11170100
2023-12-27,142.830002,143.320007,141.050995,141.440002,141.279236,17288400
2023-12-28,141.850006,142.270004,140.828003,141.279999,141.119415,12192500
2023-12-29,140.679993,141.434998,139.899994,140.929993,140.769806,14872700
